component_name,product_name,resolution_code,status_code,quantity_of_votes,quantity_of_comments,bug_fix_time,severity_code,assignee_name
dbws,product_31,1,6,0,7,0,4,gul.onural
website,product_20,1,4,0,8,1577,2,eric.poirier
tptp,product_173,1,6,0,4,6,2,nedelec
general,product_other,1,4,0,8,8,6,emft.eef-inbox
rwt,product_121,1,4,0,2,0,2,rap-inbox
tptp,product_173,1,6,0,6,6,2,ruthdaly
iam,product_173,1,6,0,5,20,2,staticsnow
wst,product_168,1,6,0,5,1,5,pmoogk
code formatter,product_116,1,6,0,4,0,2,php.ui-inbox
buckminster,product_173,1,4,0,6,1,2,buckminster.core-inbox
ui,product_69,1,4,0,2,0,5,martinae
rwt,product_121,1,4,0,3,116,2,rap-inbox
tptp,product_173,1,6,0,17,23,6,guru.nagarajan
ui,product_115,1,4,0,7,80,2,pde-ui-inbox
tptp,product_173,1,6,0,6,220,2,jcayne
ecf,product_29,1,4,0,9,1,2,bugs.eclipse.org
swt,product_117,1,4,0,2,1,2,veronika_irvine
articles,product_20,1,6,0,31,30,2,community.articles-inbox
cdt,product_17,1,4,0,2,2,2,victor.lenet
xtext,product_146,1,6,0,7,15,2,tmf.xtext-inbox
workbench,product_121,1,4,0,3,35,2,rap-inbox
swt,product_117,1,4,0,11,25,2,carolynmacleod4
ui,product_38,1,4,0,3,1,2,matthias.sohn
docs,product_90,1,6,0,8,352,2,wds057
ui,product_69,1,4,0,2,3,2,Claude_Knaus
lttng,product_78,1,6,0,4,288,2,fchouinard
report,product_10,1,6,0,4,7,2,cchen
core,product_3,1,4,0,14,611,4,AJDT-inbox
core,product_106,1,6,0,7,730,2,mdt-ocl-inbox
rse,product_141,1,4,0,5,1,2,dmcknigh
core,product_1,1,6,0,2,0,4,acceleo-inbox
core,product_74,1,6,0,3,1,2,markus.tiede
chart,product_10,1,6,0,11,7,2,liheeng
general,product_21,1,4,0,6,1,2,paul.fullbright
help,product_other,1,4,0,2,17,2,dirigible-inbox
server,product_70,1,4,0,10,3,2,gregw
ui,product_69,1,4,0,3,17,2,tobias_widmer
wikitext,product_96,1,4,0,8,216,2,malaperle
dashboard,product_20,1,4,0,8,146,4,portal-inbox
other,product_90,1,6,0,10,12,4,hugo.raniere
ui,product_69,1,4,0,5,20,2,markus.kell.r
hyades,product_173,1,6,0,4,3,4,smith
proposals and reviews,product_20,1,4,0,7,13,2,emo
build,product_10,1,6,0,7,20,2,bluesoldier
general,product_61,1,4,0,4,337,2,ahunter.eclipse
core,product_90,1,6,0,4,8,2,dsdp.mtj-inbox
core,product_43,1,6,0,8,76,2,emf.compare-inbox
js tools,product_110,1,4,0,45,63,2,Michael_Rennie
chart,product_10,1,6,0,4,1,2,wangy
cdt,product_17,1,4,0,3,7,2,alain
cdatetime,product_104,1,4,0,2,2,2,jeremyd
content,product_49,1,6,0,5,17,2,mark.dickson
cdo,product_39,1,6,0,7,1,2,mtaal
buckminster,product_173,1,6,0,3,0,5,buckminster.core-inbox
git,product_20,1,4,0,2,0,2,webmaster
update,product_117,1,6,0,4,5,4,konradk
other,product_other,1,4,0,2,0,2,jacek.pospychala
cdt,product_17,1,4,0,8,111,2,marc.khouzam
client,product_110,1,4,0,7,91,4,tomasz.zarna
others,product_113,1,4,0,4,1,2,mdt-papyrus-inbox
client,product_110,1,4,0,15,6,2,orion.client-inbox
ve,product_173,1,6,0,5,1,2,richkulp
gerrit,product_20,1,6,0,4,0,6,webmaster
servers,product_20,1,4,0,2,0,2,webmaster
cdt,product_17,1,4,0,2,1,2,dinglis
bugzilla,product_91,1,4,0,2,3,2,robert.elves
ui,product_115,1,4,0,4,5,2,caniszczyk
rse,product_141,1,4,0,5,20,2,dmcknigh
emf forms,product_33,1,6,0,2,1,2,abuzila
ui,product_69,1,4,0,3,2,2,jdt-ui-inbox
runtime,product_36,1,4,0,2,0,2,efxclipse-inbox
core,product_170,1,6,0,4,44,2,tmf.xtext-inbox
tptp,product_173,1,6,0,3,0,2,ruthdaly
cdt,product_17,1,4,0,6,1,2,marc.khouzam
wst,product_167,1,4,0,3,0,2,nsand.dev
wst,product_161,1,6,0,6,680,2,karasiuk
gerrit,product_20,1,4,0,3,1,2,webmaster
servers,product_20,1,4,0,3,0,4,webmaster
geclipse,product_173,1,6,0,4,2,1,katis
runtime,product_117,1,4,0,7,17,2,tjwatson
maven,product_70,1,4,0,2,3,2,janb
debug,product_72,1,4,0,2,7,2,Michael_Rennie
p2,product_52,1,4,0,3,4,2,timothym
text,product_69,1,4,0,5,4,2,jdt-text-inbox
general,product_61,1,4,0,4,1,2,aboyko
diagram,product_113,1,6,0,8,44,2,vincent.lorenzo
rse,product_141,1,4,0,4,1,4,dmcknigh
edt,product_173,1,6,0,3,1,2,edt.javagen-inbox
other,product_129,1,6,0,4,0,2,konstantin
ui,product_115,1,4,0,3,9,2,ankur_sharma
user,product_other,1,4,0,3,0,2,etrice.userinterface-inbox
xtext,product_146,1,6,0,7,254,2,tmf.xtext-inbox
foundation,product_31,1,4,0,3,7,2,david.mccann
others,product_113,1,4,0,8,153,2,mdt-papyrus-inbox
nexus,product_20,1,6,0,11,1,2,webmaster
ci,product_20,1,4,0,2,1,2,webmaster
lttng,product_78,1,6,0,4,463,2,fchouinard
core,product_79,1,6,0,4,25,2,jad
ui,product_117,1,4,0,4,14,2,Lars.Vogel
core,product_116,1,6,0,4,1,2,php.ui-inbox
smarthome,product_173,1,4,0,3,1,2,smarthome.core-inbox
ui,product_117,1,4,0,2,66,2,nick_edgar
eclipsebot,product_140,1,4,0,7,21,2,swtbot-inbox
bundles,product_109,1,4,0,3,1,2,orbit.bundles-inbox
runtime,product_36,1,4,0,2,56,2,efxclipse-inbox
core,product_113,1,4,0,3,509,4,sebastien.gerard
cvs,product_20,1,4,0,9,1,2,webmaster
swt,product_117,1,4,0,8,0,2,snorthov
setup,product_108,1,4,0,7,1,2,Ed.Merks
build,product_115,1,4,0,5,2,2,dj.houghton
ci,product_20,1,4,0,8,0,2,ci.admin-inbox
jst,product_164,1,6,0,3,13,4,cbridgha
jst,product_167,1,4,0,3,609,4,nitind
text,product_69,1,4,0,8,9,2,benno.baumgartner
ui,product_69,1,4,0,3,1,2,akiezun
server,product_70,1,4,0,4,159,2,mgorovoy
sysml,product_113,1,6,0,5,2,2,francois.le-fevre
website,product_20,1,6,0,12,7,2,frederic.gurr
tptp,product_173,1,6,0,4,0,6,scott.schneider
gef,product_55,1,4,0,3,13,2,matthias.wienand
ui,product_115,1,4,0,3,187,2,pde-ui-inbox
text,product_117,1,4,0,4,223,2,daniel_megert
client,product_110,1,4,0,6,12,2,grant_gayed
recommenders,product_173,1,4,0,5,1,5,johannes.dorn
common,product_25,1,4,0,3,4,2,dltk.common-inbox
cdt,product_17,1,4,0,2,132,2,aleherb+eclipse
content,product_49,1,6,0,3,0,4,balduino
ui,product_115,1,4,0,3,0,4,pde-ui-inbox
ui,product_117,1,6,0,4,0,2,dejan
report,product_10,1,6,0,3,2,2,hustlg
core,product_116,1,6,0,5,2,2,php.ui-inbox
wst,product_167,1,4,0,5,21,2,snjezana.peco
cdt,product_17,1,4,0,4,8,2,mschorn.eclipse
foundation,product_31,1,4,0,5,0,2,michael.norman
cdt,product_17,1,6,0,10,0,4,pawel.1.piech
docker,product_78,1,4,0,7,56,2,xcoulon
tptp,product_173,1,6,0,7,14,2,viacheslav.g.rybalov
hyades,product_173,1,6,0,6,36,2,apnan
core,product_148,1,4,2,20,126,4,tobias.oberlies
hyades,product_173,1,6,0,14,3,6,dguilbaud
report,product_10,1,6,0,3,8,2,hustlg
tptp,product_173,1,6,0,3,4,2,tfoun
tptp,product_173,1,6,0,4,0,5,mddunn
releng,product_38,1,4,0,2,9,2,egit.ui-inbox
ui,product_69,1,4,0,3,0,2,martinae
rse,product_141,1,4,0,5,1,2,dmcknigh
tool,product_49,1,6,0,4,1,2,jxi
editor ui,product_other,1,4,0,6,63,2,pascal
xtext,product_146,1,6,0,4,2,2,tmf.xtext-inbox
wst,product_161,1,4,2,3,420,4,ccc
geclipse,product_173,1,6,0,5,0,2,mathias.stuempert
rse,product_141,1,6,0,5,3,2,ddykstal.eclipse
cdt,product_17,1,4,0,4,24,4,mschorn.eclipse
wiki,product_20,1,4,0,5,14,2,webmaster
sql,product_23,1,6,0,4,26,2,dtp.sqldevtools-inbox
install,product_89,1,4,0,2,19,2,mpc.install-inbox
deployment,product_110,1,4,0,2,0,2,Szymon.Brandys
jst,product_164,1,6,0,6,139,4,jlanuti
moxy,product_31,1,4,0,4,7,2,matt.macivor
build,product_10,1,4,0,4,6,2,bluesoldier
text,product_69,1,4,0,4,68,2,jdt-text-inbox
website,product_other,1,4,0,8,213,2,ahunter.eclipse
buckminster,product_173,1,4,0,4,10,2,buckminster.core-inbox
core,product_113,1,4,0,4,7,2,yann.tanguy
swt,product_117,1,4,0,3,9,4,christophe.cornu+eclipse
buckminster,product_173,1,4,0,3,27,2,buckminster.core-inbox
core,product_other,1,6,0,4,81,2,ease-inbox
ui,product_117,1,4,0,11,14,2,ralf.petter
zest,product_91,1,4,0,2,0,2,irbull
releng,product_165,1,4,0,17,1,2,webtools.releng-inbox
ve,product_173,1,6,0,10,3,2,Winchest
incubator,product_52,1,4,0,26,12,5,unknown1
geclipse,product_173,1,6,0,10,576,2,phytosth
ui,product_69,1,4,0,2,69,2,martinae
other,product_173,1,6,0,2,963,2,rellermeyer
ui,product_69,1,4,0,11,359,2,jdt-ui-inbox
cdt,product_17,1,4,0,6,1,2,cdt-core-inbox
report,product_10,1,4,0,2,4,2,ning.zhang
client,product_110,1,4,0,2,0,2,Michael_Rennie
hyades,product_173,1,6,0,12,2,4,apratt
stardust,product_173,1,6,0,3,0,2,sven.rottstock
geclipse,product_173,1,6,0,3,12,2,cklause
ui,product_38,1,4,0,8,89,2,thomas.wolf
platform,product_other,1,6,0,3,5,2,vertx.core-inbox
scout sdk,product_131,1,6,0,3,1,2,scout.core-inbox
team,product_117,1,4,0,10,7,2,valentam
ui,product_91,1,4,0,3,0,2,robert.elves
moxy,product_31,1,4,0,8,21,2,matt.macivor
grid,product_104,1,4,0,3,40,2,caosmpz
core,product_other,1,6,0,9,23,2,michael.wenz
jst,product_168,1,4,0,25,153,5,kchong
project management & portal,product_20,1,6,0,6,609,2,portal-inbox
tptp,product_173,1,6,0,4,0,2,sgutz
moxy,product_31,1,4,0,3,1,2,david.mccann
text,product_69,1,4,0,7,9,2,jdt-text-inbox
framework,product_52,1,4,0,2,0,2,equinox.framework-inbox
swt,product_117,1,4,0,2,4,2,carolynmacleod4
ui,product_117,1,4,0,7,0,5,sxenos
tptp,product_173,1,6,0,8,50,2,ewchan
incubator,product_52,1,4,0,8,12,2,tjwatson
bugzilla,product_91,1,4,0,11,25,1,eclipse
swt,product_117,1,4,0,6,4,2,veronika_irvine
resources,product_117,1,4,0,2,18,2,eclipse
report,product_50,1,6,0,3,0,2,johannes.dorn
wizard,product_89,1,4,0,30,2,6,greensopinion
framework,product_52,1,4,0,5,7,2,equinox.framework-inbox
hyades,product_173,1,6,0,5,61,5,nevicosi
swt,product_117,1,4,0,3,79,2,grant_gayed
wst,product_161,1,6,0,16,34,5,konstantin
other,product_110,1,6,0,6,180,2,webmaster
ecf,product_29,1,4,0,3,42,1,bugs.eclipse.org
ui,product_69,1,4,0,2,6,2,benno.baumgartner
core,product_69,1,4,0,22,4,2,martinae
wst,product_166,1,6,0,14,78,2,deboer
cdt,product_17,1,4,0,5,1235,2,aleherb+eclipse
ohf,product_173,1,6,0,4,450,2,webdaford
general,product_61,1,4,0,3,18,5,gmf.runtime-inbox
documentation,product_157,1,6,0,5,54,2,lmandel
user,product_117,1,4,0,17,56,2,konradk
workbench,product_121,1,4,0,7,18,2,rap-inbox
rse,product_141,1,4,0,4,22,2,kmunir
tptp,product_173,1,6,0,4,20,4,sgutz
geclipse,product_173,1,6,0,3,1,2,aog-ecl
query,product_153,1,4,0,19,1022,2,harmath
ui,product_129,1,6,0,4,22,2,konstantin
report,product_10,1,6,0,7,26,2,yuejie.chen
swt,product_117,1,4,0,9,44,2,eclipse.felipe
releng,product_110,1,4,0,2,0,2,john.arthorne
xtext,product_146,1,4,0,14,293,2,tmf.xtext-inbox
runtime,product_117,1,4,0,4,0,2,Lars.Vogel
general ui,product_116,1,6,0,9,83,2,nir.c
xtext,product_146,1,4,0,2,1709,2,christian.dietrich
diagram,product_113,1,4,0,6,504,2,mdt-papyrus-inbox
report,product_10,1,6,0,3,24,2,yuejie.chen
wst,product_166,1,6,0,9,0,2,deboer
rwt,product_121,1,4,0,2,0,2,rap-inbox
other,product_144,1,4,0,4,26,2,tigerstripe.core-inbox
tptp,product_173,1,6,0,6,116,4,andykong
other,product_23,1,6,0,4,254,2,linsong
report,product_10,1,6,0,6,1,2,Birt-ReportEngine-inbox
wtp.inc.xquery,product_other,1,6,0,4,16,2,gabipetrovay
ve,product_173,1,6,0,3,1,2,richkulp
resources,product_117,1,4,0,4,0,2,dj.houghton
cdo,product_39,1,6,0,20,64,2,emf.cdo-inbox
cvs,product_117,1,4,0,2,92,2,platform-cvs-inbox
gef,product_55,1,4,0,3,2093,2,nyssen
general ui,product_116,1,6,0,5,592,2,ganoro
sql,product_23,1,6,0,4,1,2,dtp.sqldevtools-inbox
rwt,product_121,1,4,0,4,15,2,rap-inbox
ui,product_117,1,4,0,8,6,2,kai-uwe_maetzel
compiler,product_7,1,4,0,9,5,2,aspectj-inbox
cdt,product_17,1,4,0,16,377,2,mikhailkhod
core,product_other,1,4,0,4,1,2,gunnar
releng,product_other,1,6,0,6,1,2,nboldt
wst,product_167,1,4,0,2,26,2,jesper
tool,product_49,1,6,0,6,0,6,pnle
core,product_148,1,4,1,5,647,4,tycho-inbox
api tools,product_115,1,4,0,9,61,2,Michael_Rennie
main,product_other,1,6,0,3,0,2,gdupe
website,product_20,1,6,0,8,5,2,webmaster
hyades,product_173,1,6,0,5,7,2,apnan
editor,product_116,1,6,0,7,45,2,php.ui-inbox
tptp,product_173,1,6,0,3,2,6,samwai
planeteclipse.org,product_20,1,4,0,6,15,2,caniszczyk
wst,product_167,1,6,0,4,192,4,for.work.things
team,product_117,1,4,0,2,3,2,platform-team-inbox
demo,product_121,1,4,0,3,0,2,austin.riddle
ui,product_69,1,4,0,4,0,2,markus.kell.r
runtime,product_117,1,4,0,24,299,2,eclipse
designer,product_113,1,4,0,6,1,2,benoit.maggi
rm,product_118,1,6,0,6,7,5,c.karbach
ui,product_115,1,4,0,8,14,2,caniszczyk
report,product_10,1,4,0,4,6,5,hustlg
server,product_9,1,4,0,2,5,2,babel.server-inbox
p2,product_52,1,4,0,5,3,2,susan
tptp,product_173,1,6,0,12,113,5,samwai
core,product_other,1,6,0,3,0,4,ease-inbox
engine,product_120,1,4,0,3,25,2,alexander.igdalov
report,product_10,1,6,0,3,0,4,rlu
editor,product_116,1,6,0,3,1749,2,php.ui-inbox
gef,product_55,1,4,0,2,0,2,ppshah
core,product_139,1,4,0,24,1,4,a.gurov
cosmos,product_173,1,4,0,5,133,2,jason.losh
code folding,product_116,1,6,1,8,73,2,php.ui-inbox
data,product_10,1,6,0,4,0,2,lzhu
compendium,product_52,1,4,0,6,1,2,equinox.compendium-inbox
gef,product_55,1,4,0,3,0,2,nyssen
core,product_62,1,4,0,4,0,2,borlander
team,product_117,1,4,0,4,1,2,platform-vcm-inbox
ui,product_117,1,4,0,5,26,2,csmclaren
report,product_10,1,4,0,2,3,2,jliu
other,product_16,1,4,0,2,33,2,cbi-inbox
wst,product_161,1,4,0,5,3,5,ccc
geclipse,product_173,1,6,0,9,6,4,mael
content,product_49,1,6,0,13,95,2,apereira
tptp,product_173,1,6,0,14,102,2,jerome.bozier
we,product_other,1,4,0,5,363,2,jwt.we-inbox
core,product_69,1,6,0,14,0,2,Olivier_Thomann
core,product_106,1,6,0,3,524,2,mdt-ocl-inbox
swt,product_117,1,4,0,7,10,2,cocoakevin
website,product_78,1,4,0,2,5,2,ebaron
common,product_25,1,4,0,2,3,2,spektom
ui,product_117,1,6,0,3,7,2,Platform-UI-Inbox
ltweaving,product_7,1,4,0,4,8,2,aspectj-inbox
client,product_79,1,6,0,5,0,4,samuel.padgett
foundation,product_31,1,6,0,4,1,2,tom.ware
xtext,product_146,1,6,0,5,471,2,tmf.xtext-inbox
releng,product_117,1,4,0,10,2319,2,platform-releng-inbox
swt,product_117,1,4,0,10,1,6,snorthov
wst,product_168,1,6,0,4,0,2,rmah
planeteclipse,product_173,1,4,0,2,1,2,gunnar
emf forms,product_33,1,6,0,3,3,2,jfaltermeier
edt,product_173,1,6,0,5,10,2,hjiyong
editor,product_110,1,4,0,3,13,2,mamacdon
cdt,product_17,1,4,0,4,189,2,john.camelon
runtime,product_36,1,4,0,2,0,2,efxclipse-inbox
server,product_70,1,6,0,4,228,2,boulay
core,product_113,1,4,0,2,28,2,cedric.dumoulin
ci,product_20,1,4,0,2,0,2,webmaster
framework,product_52,1,4,0,2,71,2,tjwatson
team,product_117,1,4,0,3,2,2,James_Moody
ui,product_other,1,6,0,6,132,2,mmt-atl.toolkit-inbox
higgins,product_173,1,4,0,2,0,2,msabadello
wst,product_167,1,6,0,7,1,2,nsand.dev
core,product_170,1,6,0,5,24,2,tmf.xtext-inbox
paho,product_173,1,4,0,2,77,2,asm
xtext,product_146,1,6,0,3,1,2,moritz.eysholdt
swt,product_117,1,4,0,3,5,2,grant_gayed
p2,product_52,1,4,0,3,50,2,equinox.p2-inbox
swt,product_117,1,4,0,6,42,2,grant_gayed
hyades,product_173,1,6,0,8,1,4,dguilbaud
core,product_106,1,6,0,3,6,2,mdt-ocl-inbox
text,product_69,1,4,0,6,2198,2,jdt-text-inbox
accounts.eclipse.org,product_20,1,4,0,4,104,2,webdev
lttng,product_78,1,6,0,4,88,2,fchouinard
common,product_25,1,4,0,4,4,2,dltk.common-inbox
report,product_10,1,6,0,3,14,2,gump_gao
xtext,product_146,1,6,0,3,29,2,tmf.xtext-inbox
doc,product_117,1,4,0,3,360,2,platform-doc-inbox
website,product_20,1,4,0,14,827,2,phoenix.ui-inbox
core,product_106,1,6,0,4,25,2,mdt-ocl-inbox
doc,product_115,1,4,0,7,140,2,curtis.windatt.public
other,product_other,1,6,0,4,29,2,nobody
main,product_other,1,6,0,5,266,2,gdupe
jst,product_164,1,4,0,4,0,5,ccc
compendium,product_52,1,4,0,11,97,2,raymond.auge
core,product_69,1,4,0,3,0,2,srikanth_sankaran
core,product_1,1,6,0,3,14,2,acceleo-inbox
runtime,product_117,1,4,0,3,4,2,platform-runtime-inbox
core,product_170,1,4,0,7,1883,2,tmf.xtext-inbox
doc,product_69,1,4,0,5,339,2,jdt-doc-inbox
other,product_173,1,4,0,2,1,2,maynstall.common-inbox
trac,product_91,1,4,0,6,1,4,steffen.pingel
ecf,product_29,1,4,0,11,22,2,wim.jongman
core,product_116,1,6,0,5,0,2,php.ui-inbox
rio,product_79,1,6,0,4,5,2,samuel.padgett
geclipse,product_173,1,6,0,3,0,2,tkoecker
other,product_173,1,4,0,6,19,2,mddi.modelbus-inbox
core,product_113,1,6,0,7,1,2,benoit.maggi
tasks,product_91,1,4,0,4,5,2,steffen.pingel
core,product_113,1,4,0,10,722,5,give.a.damus
cdt,product_17,1,4,0,4,142,2,cdt-build-inbox
framework,product_52,1,4,0,6,0,6,equinox.framework-inbox
swt,product_117,1,4,0,18,51,2,carolynmacleod4
ruby,product_25,1,4,0,3,7,2,mikhail.kalugin
general,product_other,1,6,0,3,27,2,buildship-inbox
project management & portal,product_20,1,4,0,7,307,2,portal-inbox
update,product_117,1,4,0,5,452,2,birsan
report,product_10,1,4,0,2,5,2,cchen
p2,product_52,1,4,0,3,41,2,dj.houghton
swt,product_117,1,4,0,7,435,2,Silenio_Quarti
luadevelopmenttools,product_other,1,4,0,3,10,5,sbernard
cdt,product_17,1,4,0,6,336,2,devinsteffler.lists
rwt,product_121,1,4,0,11,377,2,rap-inbox
jst,product_164,1,6,0,3,0,4,jlanuti
report,product_10,1,6,0,4,1,2,cyfgod
xtext,product_146,1,6,0,7,1,5,tmf.xtext-inbox
hyades,product_173,1,6,0,4,0,2,qiyanli
report,product_10,1,4,0,3,1,2,cchen
compiler,product_7,1,4,1,2,308,4,aspectj-inbox
jst,product_164,1,6,0,4,57,4,naci.dai
releng,product_121,1,4,0,3,96,2,rap-inbox
core,product_other,1,4,0,3,5,2,mat.core-inbox
other,product_173,1,6,0,3,1,2,rellermeyer
ui,product_115,1,4,0,5,169,2,pde-ui-inbox
tptp,product_173,1,6,0,3,0,2,smith
chart,product_10,1,6,0,5,8,2,wangy
team,product_117,1,4,0,2,19,2,valentam
ui,product_139,1,4,0,2,0,2,a.gurov
rse,product_141,1,6,0,3,5,2,ddykstal.eclipse
jpa,product_31,1,4,0,5,1,2,david.minsky
report,product_10,1,4,0,2,1,2,Birt-ReportViewer-inbox
bugzilla,product_101,1,4,0,18,78,2,eclipse
tptp,product_173,1,6,0,14,27,2,igor.alelekov
report,product_10,1,6,0,5,0,2,cchen
ui,product_126,1,4,0,3,1,2,heiko.barth
ui,product_115,1,4,0,8,67,2,curtis.windatt.public
cdt,product_17,1,4,0,7,4,2,aleherb+eclipse
build,product_10,1,6,0,3,0,6,bluesoldier
tptp,product_173,1,6,0,11,56,2,gotohy
tool,product_49,1,4,0,3,19,2,wlu
resources,product_117,1,4,0,10,12,2,mschorn.eclipse
user,product_117,1,4,0,43,919,2,loskutov
client,product_110,1,6,0,3,28,2,libingw
ve,product_173,1,6,0,6,8,4,gmendel
website,product_20,1,6,0,5,2,4,phoenix.ui-inbox
tptp,product_173,1,6,0,5,51,2,dtprice
agent,product_other,1,4,0,3,10,2,contact
diagram,product_113,1,4,0,7,381,2,sebastien.revol
server,product_9,1,4,0,2,3,4,babel.server-inbox
incubator,product_52,1,4,0,2,4,2,tjwatson
other,product_other,1,4,0,4,30,2,eclipse
ui,product_69,1,4,0,5,0,4,daniel_megert
lts,product_other,1,6,0,3,0,2,lts.infrastructure-inbox
build,product_10,1,6,0,3,0,2,bluesoldier
cdt,product_17,1,4,0,4,8,2,marc.khouzam
cdt,product_17,1,4,0,3,1,2,victor.lenet
ui,product_115,1,4,0,3,3,2,dejan
swt,product_117,1,4,0,2,2,1,cocoakevin
core,product_74,1,6,0,8,4,2,sebastian.jubula
cdt,product_17,1,4,0,6,22,2,ken.ryall
xtext,product_146,1,6,0,8,1,2,dennis.huebner
tptp,product_173,1,6,0,7,50,2,guru.nagarajan
report,product_10,1,6,0,4,2,2,yli
other,product_173,1,4,0,4,231,2,phoenix.epic-inbox
xtext,product_146,1,6,0,3,209,2,tmf.xtext-inbox
tptp,product_173,1,6,0,3,0,4,karla.callaghan
report,product_10,1,6,0,4,0,2,ywang
server,product_70,1,4,0,5,63,2,simone.bordet
ant,product_117,1,4,0,16,60,2,darin.eclipse
gef,product_55,1,4,0,2,404,4,nyssen
user,product_117,1,4,0,4,15,2,platform-ua-inbox
core,product_139,1,4,0,2,63,2,igor.burilo
releng,product_165,1,4,0,2,0,2,webtools.releng-inbox
connector,product_139,1,4,0,4,3,2,a.gurov
report,product_10,1,6,0,4,1,4,xiong.zhang
releng,product_117,1,4,0,18,44,2,nick_edgar
ui,product_115,1,4,0,2,80,2,cherie.wong
ui,product_69,1,4,0,5,2,2,dirk_baeumer
tptp,product_173,1,6,0,5,3,6,paulslau
p2,product_52,1,4,0,2,29,2,equinox.p2-inbox
diagram,product_113,1,6,0,6,536,5,benoit.maggi
other,product_20,1,4,0,3,2,2,webmaster
xtext,product_146,1,6,0,6,10,2,tmf.xtext-inbox
hyades,product_173,1,6,0,4,0,2,antony.miguel
ui,product_129,1,6,0,2,99,2,ling.hao
data,product_10,1,6,0,3,20,2,lzhu
chart,product_10,1,6,0,5,7,2,xzhu
debugger,product_116,1,6,0,3,43,4,php.ui-inbox
planeteclipse.org,product_20,1,6,0,4,11,2,caniszczyk
client,product_110,1,4,0,3,2,2,susan
documentation,product_133,1,6,0,7,1,2,florian.barbin
incubators,product_115,1,4,0,2,0,2,PDE-Incubator-Inbox
rwt,product_121,1,4,0,2,0,2,rap-inbox
tptp,product_173,1,6,0,5,14,2,ashishp
jst,product_164,1,4,0,5,1,2,jsholl
chart,product_10,1,6,0,5,8,2,liheeng
p2,product_52,1,4,0,4,0,2,platform-update-inbox
scout sdk,product_131,1,6,0,8,0,2,scout.core-inbox
report,product_50,1,6,0,1,10,2,error-reports-inbox
releng,product_165,1,4,0,10,85,2,tranle1
xplanner,product_91,1,4,0,18,383,2,hbershadskaya
wst,product_166,1,6,0,5,0,2,deboer
hyades,product_173,1,6,0,4,20,2,antony.miguel
releng,product_117,1,4,0,12,6,2,kim.moir
runtime,product_117,1,4,0,2,264,2,platform-runtime-inbox
bugzilla,product_20,1,4,0,3,0,2,webmaster
gef,product_55,1,4,0,11,160,2,ebordeau
diagram,product_113,1,4,0,4,65,2,Patrick.Tessier
cdt,product_17,1,4,0,4,1,2,mschorn.eclipse
eclipsecon,product_20,1,4,0,5,37,2,gabe.obrien
ui,product_3,1,4,0,5,11,2,adrian.colyer
rse,product_141,1,4,0,10,172,2,javier.montalvoorus
edt,product_173,1,6,0,5,7,2,hjiyong
examples,product_31,1,6,0,3,1,2,eclipselink.orm-inbox
client,product_110,1,6,0,4,106,2,xinyij
runtime,product_117,1,4,0,4,1,2,platform-runtime-inbox
ve,product_173,1,6,0,8,51,4,alasdair_mcdowell
gerrit,product_20,1,4,0,5,12,2,webmaster
debug,product_69,1,4,0,2,2,2,Michael_Rennie
client,product_70,1,4,0,10,45,2,joakim.erdfelt
rwt,product_121,1,4,0,4,108,2,rap-inbox
xtext,product_146,1,4,0,8,33,2,tmf.xtext-inbox
data,product_10,1,6,0,3,2,2,mwu
ohf,product_173,1,6,0,4,0,2,jthomas119
debug,product_72,1,4,0,2,0,2,jsdt.debug-inbox
tptp,product_173,1,6,0,4,1,2,apnan
other,product_70,1,4,0,2,0,2,jetty-inbox
cdt,product_17,1,4,0,3,23,2,john.camelon
other,product_129,1,6,0,5,13,2,konstantin
core,product_38,1,4,2,6,764,2,egit.ui-inbox
ui,product_117,1,4,0,5,5,4,Randy_Giffen
ui,product_69,1,4,0,4,0,2,dirk_baeumer
jst,product_164,1,6,0,3,0,4,cbridgha
iwg,product_other,1,4,0,4,231,2,drupal.iwg-inbox
jpa,product_31,1,4,0,5,64,2,guy.pelletier
other,product_96,1,4,0,5,34,6,torkildr
client,product_110,1,4,0,3,9,2,Michael_Rennie
wikitext,product_96,1,4,0,3,1,2,greensopinion
swt,product_117,1,4,0,2,371,4,Silenio_Quarti
ui,product_115,1,4,0,11,4,4,pde-ui-inbox
team,product_117,1,4,0,3,5,2,Kevin_McGuire
data,product_10,1,6,0,3,6,4,mwu
stp,product_173,1,4,0,2,105,2,oisin.hurley
user,product_117,1,4,0,12,294,2,platform-ua-inbox
stardust,product_173,1,6,0,3,47,2,sven.rottstock
swt,product_117,1,4,0,3,601,2,Silenio_Quarti
packagingtools,product_78,1,4,0,4,0,2,linux.packagingtools-inbox
build,product_140,1,4,0,7,0,2,swtbot-inbox
general,product_61,1,4,0,4,0,2,bruck.james
cdt,product_17,1,4,0,6,5,2,vivkong
ui,product_69,1,4,0,4,40,2,kai-uwe_maetzel
jpa,product_31,1,4,0,5,31,2,eclipselink.orm-inbox
code assist,product_116,1,6,0,5,8,2,php.ui-inbox
wst,product_161,1,4,0,12,236,2,nitind
wst,product_167,1,6,0,7,0,4,for.work.things
user,product_117,1,4,0,10,9,2,cgold
modules,product_other,1,6,0,3,0,2,ease-inbox
report,product_10,1,6,0,4,5,5,wwang
